Photo,Value
https://cdn.sofifa.com/players/212/198/22_60.png,66698248.0
https://cdn.sofifa.com/players/209/658/22_60.png,56551332.0
https://cdn.sofifa.com/players/176/580/22_60.png,29393648.0
https://cdn.sofifa.com/players/192/985/22_60.png,85148864.0
https://cdn.sofifa.com/players/224/334/22_60.png,29705310.0
https://cdn.sofifa.com/players/212/622/22_60.png,65726396.0
https://cdn.sofifa.com/players/187/961/22_60.png,20042094.0
https://cdn.sofifa.com/players/181/291/22_60.png,30166870.0
https://cdn.sofifa.com/players/208/333/22_60.png,25176592.0
https://cdn.sofifa.com/players/194/765/22_60.png,36480304.0
https://cdn.sofifa.com/players/177/003/22_60.png,17618186.0
https://cdn.sofifa.com/players/226/161/22_60.png,52204708.0
https://cdn.sofifa.com/players/155/862/22_60.png,15459588.0
https://cdn.sofifa.com/players/197/445/22_60.png,27171220.0
https://cdn.sofifa.com/players/225/193/22_60.png,33314084.0
https://cdn.sofifa.com/players/224/232/22_60.png,39694304.0
https://cdn.sofifa.com/players/212/462/22_60.png,19779812.0
https://cdn.sofifa.com/players/228/702/22_60.png,65234388.0
https://cdn.sofifa.com/players/204/923/22_60.png,32733326.0
https://cdn.sofifa.com/players/193/082/22_60.png,14402907.0
https://cdn.sofifa.com/players/193/747/22_60.png,36588800.0
https://cdn.sofifa.com/players/210/514/22_60.png,47382484.0
https://cdn.sofifa.com/players/200/458/22_60.png,29090752.0
https://cdn.sofifa.com/players/208/574/22_60.png,32275144.0
https://cdn.sofifa.com/players/231/281/22_60.png,62272888.0
https://cdn.sofifa.com/players/223/848/22_60.png,46238768.0
https://cdn.sofifa.com/players/181/872/22_60.png,7126698.5
https://cdn.sofifa.com/players/195/864/22_60.png,50551240.0
https://cdn.sofifa.com/players/200/145/22_60.png,60696764.0
https://cdn.sofifa.com/players/158/023/22_60.png,76044512.0
https://cdn.sofifa.com/players/230/767/22_60.png,20101704.0
https://cdn.sofifa.com/players/205/632/22_60.png,26915196.0
https://cdn.sofifa.com/players/189/332/22_60.png,33441534.0
https://cdn.sofifa.com/players/188/545/22_60.png,79077392.0
https://cdn.sofifa.com/players/209/331/22_60.png,64747744.0
https://cdn.sofifa.com/players/220/651/22_60.png,29792944.0
https://cdn.sofifa.com/players/020/801/22_60.png,75115512.0
https://cdn.sofifa.com/players/001/040/12_60.png,572286.625
https://cdn.sofifa.com/players/190/286/22_60.png,23699528.0
https://cdn.sofifa.com/players/202/126/22_60.png,75443256.0
https://cdn.sofifa.com/players/146/530/19_60.png,5030066.0
https://cdn.sofifa.com/players/216/352/22_60.png,29606876.0
https://cdn.sofifa.com/players/199/556/22_60.png,49862008.0
https://cdn.sofifa.com/players/208/421/22_60.png,26009118.0
https://cdn.sofifa.com/players/189/509/22_60.png,40858388.0
https://cdn.sofifa.com/players/201/519/22_60.png,22927998.0
https://cdn.sofifa.com/players/183/711/22_60.png,27077446.0
https://cdn.sofifa.com/players/186/942/22_60.png,35583752.0
https://cdn.sofifa.com/players/178/518/22_60.png,8420172.0
https://cdn.sofifa.com/players/193/283/22_60.png,15854266.0
https://cdn.sofifa.com/players/233/927/22_60.png,23424422.0
https://cdn.sofifa.com/players/230/938/22_60.png,32823258.0
https://cdn.sofifa.com/players/231/969/22_60.png,17693278.0
https://cdn.sofifa.com/players/188/377/22_60.png,27218352.0
https://cdn.sofifa.com/players/223/697/22_60.png,26208174.0
https://cdn.sofifa.com/players/208/722/22_60.png,64808456.0
https://cdn.sofifa.com/players/228/251/22_60.png,23741758.0
https://cdn.sofifa.com/players/172/522/22_60.png,10252831.0
https://cdn.sofifa.com/players/235/212/22_60.png,44289996.0
https://cdn.sofifa.com/players/216/393/22_60.png,37517704.0
https://cdn.sofifa.com/players/210/243/22_60.png,30532890.0
https://cdn.sofifa.com/players/232/656/22_60.png,40682388.0
https://cdn.sofifa.com/players/210/035/22_60.png,26501044.0
https://cdn.sofifa.com/players/169/195/21_60.png,19582740.0
https://cdn.sofifa.com/players/190/871/22_60.png,87344752.0
https://cdn.sofifa.com/players/186/345/22_60.png,25656330.0
https://cdn.sofifa.com/players/240/699/22_60.png,14721586.0
https://cdn.sofifa.com/players/003/647/12_60.png,3644521.5
https://cdn.sofifa.com/players/201/942/22_60.png,36953480.0
https://cdn.sofifa.com/players/173/210/19_60.png,20671894.0
https://cdn.sofifa.com/players/212/616/22_60.png,25762946.0
https://cdn.sofifa.com/players/215/914/22_60.png,62965264.0
https://cdn.sofifa.com/players/203/551/22_60.png,15299118.0
https://cdn.sofifa.com/players/183/512/22_60.png,15086095.0
https://cdn.sofifa.com/players/173/731/22_60.png,19997496.0
https://cdn.sofifa.com/players/205/070/22_60.png,21694038.0
https://cdn.sofifa.com/players/183/898/22_60.png,30367312.0
https://cdn.sofifa.com/players/215/998/21_60.png,16738986.0
https://cdn.sofifa.com/players/146/536/22_60.png,11049668.0
https://cdn.sofifa.com/players/239/053/22_60.png,33558116.0
https://cdn.sofifa.com/players/209/889/22_60.png,32216196.0
https://cdn.sofifa.com/players/207/439/22_60.png,18787488.0
https://cdn.sofifa.com/players/231/747/22_60.png,96259376.0
https://cdn.sofifa.com/players/226/226/22_60.png,23424422.0
https://cdn.sofifa.com/players/139/997/19_60.png,2865159.25
https://cdn.sofifa.com/players/185/103/22_60.png,3753384.25
https://cdn.sofifa.com/players/209/297/22_60.png,15331353.0
https://cdn.sofifa.com/players/234/153/22_60.png,24532354.0
https://cdn.sofifa.com/players/187/457/19_60.png,95711.59375
https://cdn.sofifa.com/players/224/293/22_60.png,28827084.0
https://cdn.sofifa.com/players/212/523/22_60.png,25821994.0
https://cdn.sofifa.com/players/193/165/22_60.png,21207898.0
https://cdn.sofifa.com/players/189/513/22_60.png,35072040.0
https://cdn.sofifa.com/players/219/683/22_60.png,16080907.0
https://cdn.sofifa.com/players/177/413/22_60.png,18102074.0
https://cdn.sofifa.com/players/171/579/22_60.png,7373546.5
https://cdn.sofifa.com/players/209/499/22_60.png,48081080.0
https://cdn.sofifa.com/players/216/267/22_60.png,49569500.0
https://cdn.sofifa.com/players/209/989/22_60.png,24244068.0
https://cdn.sofifa.com/players/235/008/22_60.png,10825006.0
https://cdn.sofifa.com/players/253/727/22_60.png,11600159.0
https://cdn.sofifa.com/players/251/573/22_60.png,21725836.0
https://cdn.sofifa.com/players/206/511/22_60.png,19298764.0
https://cdn.sofifa.com/players/167/305/17_60.png,3840654.25
https://cdn.sofifa.com/players/226/754/22_60.png,18366702.0
https://cdn.sofifa.com/players/178/562/22_60.png,11674810.0
https://cdn.sofifa.com/players/156/519/22_60.png,14787678.0
https://cdn.sofifa.com/players/176/676/22_60.png,8370681.5
https://cdn.sofifa.com/players/238/744/22_60.png,11743668.0
https://cdn.sofifa.com/players/213/565/22_60.png,30600184.0
https://cdn.sofifa.com/players/181/458/22_60.png,13607095.0
https://cdn.sofifa.com/players/230/658/22_60.png,28486660.0
https://cdn.sofifa.com/players/013/743/17_60.png,2531534.5
https://cdn.sofifa.com/players/216/189/22_60.png,12137929.0
https://cdn.sofifa.com/players/247/030/22_60.png,9998960.0
https://cdn.sofifa.com/players/188/152/22_60.png,21694038.0
https://cdn.sofifa.com/players/182/521/22_60.png,48118572.0
https://cdn.sofifa.com/players/228/618/22_60.png,27482276.0
https://cdn.sofifa.com/players/191/043/22_60.png,20379460.0
https://cdn.sofifa.com/players/224/458/22_60.png,30424644.0
https://cdn.sofifa.com/players/187/072/22_60.png,16327741.0
https://cdn.sofifa.com/players/180/206/22_60.png,15654078.0
https://cdn.sofifa.com/players/195/479/22_60.png,8190879.5
https://cdn.sofifa.com/players/227/813/22_60.png,17952188.0
https://cdn.sofifa.com/players/197/965/22_60.png,15796241.0
https://cdn.sofifa.com/players/121/939/17_60.png,28565516.0
https://cdn.sofifa.com/players/192/883/22_60.png,20316538.0
https://cdn.sofifa.com/players/231/677/22_60.png,46057808.0
https://cdn.sofifa.com/players/231/478/22_60.png,50792176.0
https://cdn.sofifa.com/players/200/104/22_60.png,67436936.0
https://cdn.sofifa.com/players/221/363/22_60.png,23745764.0
https://cdn.sofifa.com/players/240/679/22_60.png,16150035.0
https://cdn.sofifa.com/players/138/412/22_60.png,4754789.0
https://cdn.sofifa.com/players/164/169/19_60.png,21814604.0
https://cdn.sofifa.com/players/198/031/22_60.png,14199457.0
https://cdn.sofifa.com/players/225/663/22_60.png,16140205.0
https://cdn.sofifa.com/players/173/474/22_60.png,4450416.5
https://cdn.sofifa.com/players/203/535/20_60.png,600042.75
https://cdn.sofifa.com/players/171/877/22_60.png,8997608.0
https://cdn.sofifa.com/players/205/569/22_60.png,21321124.0
https://cdn.sofifa.com/players/199/042/22_60.png,10185306.0
https://cdn.sofifa.com/players/191/740/22_60.png,10379388.0
https://cdn.sofifa.com/players/135/507/22_60.png,7217540.0
https://cdn.sofifa.com/players/214/047/22_60.png,11011535.0
https://cdn.sofifa.com/players/189/125/22_60.png,9234306.0
https://cdn.sofifa.com/players/201/455/22_60.png,11752049.0
https://cdn.sofifa.com/players/208/618/22_60.png,16480138.0
https://cdn.sofifa.com/players/139/843/16_60.png,6717024.0
https://cdn.sofifa.com/players/225/375/22_60.png,21447426.0
https://cdn.sofifa.com/players/135/455/16_60.png,2842976.75
https://cdn.sofifa.com/players/189/596/22_60.png,41813508.0
https://cdn.sofifa.com/players/177/635/17_60.png,12556712.0
https://cdn.sofifa.com/players/210/008/22_60.png,18379098.0
https://cdn.sofifa.com/players/148/224/16_60.png,3292623.5
https://cdn.sofifa.com/players/208/830/22_60.png,25402838.0
https://cdn.sofifa.com/players/190/875/22_60.png,3356859.5
https://cdn.sofifa.com/players/211/110/22_60.png,57296780.0
https://cdn.sofifa.com/players/205/686/22_60.png,13925334.0
https://cdn.sofifa.com/players/199/823/22_60.png,21936534.0
https://cdn.sofifa.com/players/189/362/21_60.png,9637873.0
https://cdn.sofifa.com/players/230/256/22_60.png,14738514.0
https://cdn.sofifa.com/players/205/498/22_60.png,33361446.0
https://cdn.sofifa.com/players/198/164/22_60.png,15608229.0
https://cdn.sofifa.com/players/229/927/22_60.png,17598600.0
https://cdn.sofifa.com/players/168/651/22_60.png,11844353.0
https://cdn.sofifa.com/players/192/638/22_60.png,10450064.0
https://cdn.sofifa.com/players/199/914/22_60.png,23817686.0
https://cdn.sofifa.com/players/205/988/22_60.png,31286572.0
https://cdn.sofifa.com/players/178/415/22_60.png,6185920.5
https://cdn.sofifa.com/players/146/562/21_60.png,891884.5
https://cdn.sofifa.com/players/218/667/22_60.png,46998292.0
https://cdn.sofifa.com/players/171/875/22_60.png,4743985.5
https://cdn.sofifa.com/players/199/304/22_60.png,14249400.0
https://cdn.sofifa.com/players/214/997/22_60.png,30895698.0
https://cdn.sofifa.com/players/232/411/22_60.png,23840802.0
https://cdn.sofifa.com/players/188/350/22_60.png,29429066.0
https://cdn.sofifa.com/players/162/347/22_60.png,6602330.5
https://cdn.sofifa.com/players/197/083/22_60.png,5285154.5
https://cdn.sofifa.com/players/200/610/22_60.png,25403602.0
https://cdn.sofifa.com/players/214/097/22_60.png,11765055.0
https://cdn.sofifa.com/players/207/410/22_60.png,28258492.0
https://cdn.sofifa.com/players/205/069/22_60.png,19477720.0
https://cdn.sofifa.com/players/231/943/22_60.png,31078114.0
https://cdn.sofifa.com/players/203/483/22_60.png,12176505.0
https://cdn.sofifa.com/players/204/963/22_60.png,31912914.0
https://cdn.sofifa.com/players/201/400/22_60.png,14689651.0
https://cdn.sofifa.com/players/237/239/22_60.png,14499675.0
https://cdn.sofifa.com/players/198/784/22_60.png,12909157.0
https://cdn.sofifa.com/players/215/071/22_60.png,4512604.5
https://cdn.sofifa.com/players/162/240/22_60.png,6561285.0
https://cdn.sofifa.com/players/173/030/22_60.png,3852094.25
https://cdn.sofifa.com/players/222/558/22_60.png,10522657.0
https://cdn.sofifa.com/players/190/674/22_60.png,13639074.0
https://cdn.sofifa.com/players/184/943/19_60.png,10235700.0
https://cdn.sofifa.com/players/216/475/22_60.png,11365739.0
https://cdn.sofifa.com/players/173/909/22_60.png,5535901.0
https://cdn.sofifa.com/players/208/093/22_60.png,44042684.0
https://cdn.sofifa.com/players/235/569/22_60.png,29620678.0
https://cdn.sofifa.com/players/208/461/22_60.png,16208065.0
https://cdn.sofifa.com/players/216/594/22_60.png,32504356.0
https://cdn.sofifa.com/players/193/061/22_60.png,13007941.0
https://cdn.sofifa.com/players/165/153/22_60.png,46815104.0
https://cdn.sofifa.com/players/210/896/22_60.png,8192690.0
https://cdn.sofifa.com/players/146/954/18_60.png,9842062.0
https://cdn.sofifa.com/players/212/207/22_60.png,10291581.0
https://cdn.sofifa.com/players/196/147/22_60.png,4046865.25
https://cdn.sofifa.com/players/211/117/22_60.png,17589736.0
https://cdn.sofifa.com/players/234/906/22_60.png,23988342.0
https://cdn.sofifa.com/players/210/406/22_60.png,19597492.0
https://cdn.sofifa.com/players/190/717/22_60.png,10901954.0
https://cdn.sofifa.com/players/234/396/22_60.png,29148680.0
https://cdn.sofifa.com/players/226/271/22_60.png,27735418.0
https://cdn.sofifa.com/players/053/405/17_60.png,3540208.75
https://cdn.sofifa.com/players/196/432/22_60.png,4685142.5
https://cdn.sofifa.com/players/195/861/19_60.png,12153065.0
https://cdn.sofifa.com/players/222/077/22_60.png,28456500.0
https://cdn.sofifa.com/players/002/492/18_60.png,3199455.0
https://cdn.sofifa.com/players/184/200/22_60.png,13787732.0
https://cdn.sofifa.com/players/226/790/22_60.png,42729004.0
https://cdn.sofifa.com/players/225/201/22_60.png,17252336.0
https://cdn.sofifa.com/players/202/652/22_60.png,65963928.0
https://cdn.sofifa.com/players/212/187/22_60.png,15339763.0
https://cdn.sofifa.com/players/171/897/22_60.png,4766533.5
https://cdn.sofifa.com/players/217/870/22_60.png,14288954.0
https://cdn.sofifa.com/players/208/141/22_60.png,7859923.0
https://cdn.sofifa.com/players/237/520/22_60.png,11666566.0
https://cdn.sofifa.com/players/202/884/22_60.png,22499386.0
https://cdn.sofifa.com/players/238/359/21_60.png,18740878.0
https://cdn.sofifa.com/players/236/477/22_60.png,12055539.0
https://cdn.sofifa.com/players/236/792/22_60.png,25030576.0
https://cdn.sofifa.com/players/199/434/22_60.png,24379408.0
https://cdn.sofifa.com/players/216/036/22_60.png,4217797.5
https://cdn.sofifa.com/players/199/451/22_60.png,30799068.0
https://cdn.sofifa.com/players/215/449/22_60.png,8068277.5
https://cdn.sofifa.com/players/239/231/22_60.png,22654424.0
https://cdn.sofifa.com/players/169/051/19_60.png,4062480.0
https://cdn.sofifa.com/players/210/881/22_60.png,12940324.0
https://cdn.sofifa.com/players/195/272/22_60.png,8293729.5
https://cdn.sofifa.com/players/193/352/22_60.png,7024092.0
https://cdn.sofifa.com/players/188/337/22_60.png,2157334.0
https://cdn.sofifa.com/players/236/480/22_60.png,15147004.0
https://cdn.sofifa.com/players/203/376/22_60.png,54496444.0
https://cdn.sofifa.com/players/192/598/22_60.png,10901954.0
https://cdn.sofifa.com/players/234/568/22_60.png,11852538.0
https://cdn.sofifa.com/players/010/535/15_60.png,16150310.0
https://cdn.sofifa.com/players/211/748/22_60.png,12679594.0
https://cdn.sofifa.com/players/237/238/22_60.png,18112348.0
https://cdn.sofifa.com/players/193/474/22_60.png,15337813.0
https://cdn.sofifa.com/players/203/843/22_60.png,5253141.5
https://cdn.sofifa.com/players/188/086/19_60.png,4587066.5
https://cdn.sofifa.com/players/219/953/22_60.png,14217975.0
https://cdn.sofifa.com/players/239/085/22_60.png,76921640.0
https://cdn.sofifa.com/players/218/868/22_60.png,5789353.5
https://cdn.sofifa.com/players/251/116/22_60.png,9424530.0
https://cdn.sofifa.com/players/230/183/22_60.png,9177421.0
https://cdn.sofifa.com/players/220/018/22_60.png,22480082.0
https://cdn.sofifa.com/players/204/539/22_60.png,5070053.5
https://cdn.sofifa.com/players/215/798/22_60.png,8242468.0
https://cdn.sofifa.com/players/227/535/22_60.png,13342481.0
https://cdn.sofifa.com/players/233/064/22_60.png,35165428.0
https://cdn.sofifa.com/players/230/251/22_60.png,12216331.0
https://cdn.sofifa.com/players/233/419/22_60.png,29621918.0
https://cdn.sofifa.com/players/223/959/22_60.png,17276614.0
https://cdn.sofifa.com/players/238/074/22_60.png,19866678.0
https://cdn.sofifa.com/players/230/481/22_60.png,25583428.0
https://cdn.sofifa.com/players/231/866/22_60.png,49473728.0
https://cdn.sofifa.com/players/190/815/22_60.png,15780527.0
https://cdn.sofifa.com/players/211/688/22_60.png,29098916.0
https://cdn.sofifa.com/players/190/972/22_60.png,13481501.0
https://cdn.sofifa.com/players/240/709/22_60.png,18906246.0
https://cdn.sofifa.com/players/220/673/22_60.png,14946489.0
https://cdn.sofifa.com/players/193/525/22_60.png,16700694.0
https://cdn.sofifa.com/players/208/450/22_60.png,9650566.0
https://cdn.sofifa.com/players/244/253/22_60.png,14557838.0
https://cdn.sofifa.com/players/240/950/22_60.png,25899656.0
https://cdn.sofifa.com/players/202/648/22_60.png,13925575.0
https://cdn.sofifa.com/players/189/271/22_60.png,12379773.0
https://cdn.sofifa.com/players/152/908/22_60.png,3843744.25
https://cdn.sofifa.com/players/231/390/22_60.png,10398943.0
https://cdn.sofifa.com/players/207/494/22_60.png,12236478.0
https://cdn.sofifa.com/players/241/637/22_60.png,16815440.0
https://cdn.sofifa.com/players/179/813/22_60.png,18249646.0
https://cdn.sofifa.com/players/212/269/22_60.png,9838164.0
https://cdn.sofifa.com/players/212/501/22_60.png,11225571.0
https://cdn.sofifa.com/players/202/642/21_60.png,10783264.0
https://cdn.sofifa.com/players/183/498/21_60.png,4780235.0
https://cdn.sofifa.com/players/193/198/22_60.png,10085662.0
https://cdn.sofifa.com/players/193/361/22_60.png,9524578.0
https://cdn.sofifa.com/players/206/651/22_60.png,8055719.5
https://cdn.sofifa.com/players/231/318/22_60.png,11820207.0
https://cdn.sofifa.com/players/221/832/22_60.png,11208568.0
https://cdn.sofifa.com/players/204/838/22_60.png,24947744.0
https://cdn.sofifa.com/players/213/648/22_60.png,28077844.0
https://cdn.sofifa.com/players/212/404/22_60.png,11978849.0
https://cdn.sofifa.com/players/198/710/22_60.png,17199914.0
https://cdn.sofifa.com/players/222/665/22_60.png,29893922.0
https://cdn.sofifa.com/players/224/081/22_60.png,19602764.0
https://cdn.sofifa.com/players/247/394/22_60.png,25658416.0
https://cdn.sofifa.com/players/212/886/22_60.png,4222049.0
https://cdn.sofifa.com/players/170/890/22_60.png,4560051.5
