Photo,Value
https://cdn.sofifa.com/players/212/198/22_60.png,68016912.0
https://cdn.sofifa.com/players/209/658/22_60.png,55536648.0
https://cdn.sofifa.com/players/176/580/22_60.png,31849936.0
https://cdn.sofifa.com/players/192/985/22_60.png,84970176.0
https://cdn.sofifa.com/players/224/334/22_60.png,27740922.0
https://cdn.sofifa.com/players/212/622/22_60.png,65637516.0
https://cdn.sofifa.com/players/187/961/22_60.png,19872492.0
https://cdn.sofifa.com/players/181/291/22_60.png,29896740.0
https://cdn.sofifa.com/players/208/333/22_60.png,23970858.0
https://cdn.sofifa.com/players/194/765/22_60.png,35251504.0
https://cdn.sofifa.com/players/177/003/22_60.png,16972228.0
https://cdn.sofifa.com/players/226/161/22_60.png,51593452.0
https://cdn.sofifa.com/players/155/862/22_60.png,17087436.0
https://cdn.sofifa.com/players/197/445/22_60.png,27676182.0
https://cdn.sofifa.com/players/225/193/22_60.png,33692524.0
https://cdn.sofifa.com/players/224/232/22_60.png,39701916.0
https://cdn.sofifa.com/players/212/462/22_60.png,19890952.0
https://cdn.sofifa.com/players/228/702/22_60.png,65605624.0
https://cdn.sofifa.com/players/204/923/22_60.png,34908704.0
https://cdn.sofifa.com/players/193/082/22_60.png,14434475.0
https://cdn.sofifa.com/players/193/747/22_60.png,36671604.0
https://cdn.sofifa.com/players/210/514/22_60.png,45345672.0
https://cdn.sofifa.com/players/200/458/22_60.png,27025962.0
https://cdn.sofifa.com/players/208/574/22_60.png,30785542.0
https://cdn.sofifa.com/players/231/281/22_60.png,59825372.0
https://cdn.sofifa.com/players/223/848/22_60.png,46159828.0
https://cdn.sofifa.com/players/181/872/22_60.png,8066871.0
https://cdn.sofifa.com/players/195/864/22_60.png,49279184.0
https://cdn.sofifa.com/players/200/145/22_60.png,58745608.0
https://cdn.sofifa.com/players/158/023/22_60.png,71952960.0
https://cdn.sofifa.com/players/230/767/22_60.png,19854318.0
https://cdn.sofifa.com/players/205/632/22_60.png,27029356.0
https://cdn.sofifa.com/players/189/332/22_60.png,31559794.0
https://cdn.sofifa.com/players/188/545/22_60.png,68860424.0
https://cdn.sofifa.com/players/209/331/22_60.png,67108896.0
https://cdn.sofifa.com/players/220/651/22_60.png,30235612.0
https://cdn.sofifa.com/players/020/801/22_60.png,50385292.0
https://cdn.sofifa.com/players/001/040/12_60.png,-12997.947265625
https://cdn.sofifa.com/players/190/286/22_60.png,24342408.0
https://cdn.sofifa.com/players/202/126/22_60.png,76302960.0
https://cdn.sofifa.com/players/146/530/19_60.png,4631793.0
https://cdn.sofifa.com/players/216/352/22_60.png,27981014.0
https://cdn.sofifa.com/players/199/556/22_60.png,49084928.0
https://cdn.sofifa.com/players/208/421/22_60.png,26973848.0
https://cdn.sofifa.com/players/189/509/22_60.png,39366784.0
https://cdn.sofifa.com/players/201/519/22_60.png,21370654.0
https://cdn.sofifa.com/players/183/711/22_60.png,25285856.0
https://cdn.sofifa.com/players/186/942/22_60.png,35744964.0
https://cdn.sofifa.com/players/178/518/22_60.png,8290769.5
https://cdn.sofifa.com/players/193/283/22_60.png,15373845.0
https://cdn.sofifa.com/players/233/927/22_60.png,22647612.0
https://cdn.sofifa.com/players/230/938/22_60.png,33692056.0
https://cdn.sofifa.com/players/231/969/22_60.png,17632242.0
https://cdn.sofifa.com/players/188/377/22_60.png,28950496.0
https://cdn.sofifa.com/players/223/697/22_60.png,25061464.0
https://cdn.sofifa.com/players/208/722/22_60.png,66837896.0
https://cdn.sofifa.com/players/228/251/22_60.png,23024724.0
https://cdn.sofifa.com/players/172/522/22_60.png,10857756.0
https://cdn.sofifa.com/players/235/212/22_60.png,43924072.0
https://cdn.sofifa.com/players/216/393/22_60.png,39010364.0
